iter	Passed	Remaining
858	21185	3477
859	21207	3452
860	21229	3427
861	21253	3402
862	21277	3377
863	21302	3353
864	21325	3328
865	21355	3304
866	21401	3283
867	21448	3261
868	21488	3239
869	21529	3217
870	21569	3194
871	21607	3171
872	21648	3149
873	21686	3126
874	21740	3105
875	21789	3084
876	21845	3063
877	21892	3041
878	21934	3019
879	21980	2997
880	22031	2975
881	22079	2953
882	22126	2931
883	22170	2909
884	22223	2887
885	22267	2865
886	22308	2841
887	22364	2820
888	22410	2798
889	22454	2775
890	22498	2752
891	22535	2728
892	22574	2704
893	22612	2681
894	22645	2656
895	22682	2632
896	22720	2608
897	22757	2584
898	22784	2559
899	22816	2535
900	22838	2509
901	22858	2483
902	22879	2457
903	22900	2431
904	22923	2406
905	22944	2380
906	22965	2354
907	22986	2329
908	23006	2303
909	23028	2277
910	23052	2252
911	23085	2227
912	23116	2202
913	23146	2177
914	23169	2152
915	23192	2126
916	23214	2101
917	23236	2075
918	23256	2049
919	23277	2024
920	23299	1998
921	23322	1973
922	23343	1947
923	23363	1921
924	23387	1896
925	23408	1870
926	23431	1845
927	23455	1819
928	23476	1794
929	23510	1769
930	23534	1744
931	23552	1718
932	23571	1692
933	23590	1666
934	23608	1641
935	23627	1615
936	23646	1589
937	23669	1564
938	23687	1538
939	23706	1513
940	23725	1487
941	23743	1461
942	23763	1436
943	23793	1411
944	23812	1385
945	23831	1360
946	23849	1334
947	23868	1309
948	23887	1283
949	23906	1258
950	23925	1232
951	23944	1207
952	23963	1181
953	23982	1156
954	24001	1130
955	24020	1105
956	24039	1080
957	24057	1054
958	24076	1029
959	24097	1004
960	24121	978
961	24140	953
962	24159	928
963	24177	902
964	24196	877
965	24214	852
966	24232	826
967	24251	801
968	24270	776
969	24289	751
970	24317	726
971	24336	701
972	24355	675
973	24375	650
974	24406	625
975	24436	600
976	24461	575
977	24494	551
978	24517	525
979	24548	500
980	24581	476
981	24602	450
982	24626	425
983	24649	400
984	24672	375
985	24699	350
986	24725	325
987	24749	300
988	24790	275
989	24819	250
990	24842	225
991	24868	200
992	24898	175
993	24920	150
994	24958	125
995	24980	100
996	25003	75
997	25026	50
998	25049	25
999	25086	0
